disease_id,disease_name,drug_id,drug_name,overlap_score
C0011849,diabetes mellitus,CHEMBL568,oxazepam,0.0
C0011849,diabetes mellitus,CHEMBL567,perphenazine,0.0
C0011849,diabetes mellitus,CHEMBL16073,phenacetin,0.0
C0011849,diabetes mellitus,CHEMBL113,caffeine,0.0
C0011849,diabetes mellitus,CHEMBL112,acetaminophen,0.0
C0011849,diabetes mellitus,CHEMBL565,clofibrate,0.0
C0011849,diabetes mellitus,CHEMBL564,promazine,0.0
C0011849,diabetes mellitus,CHEMBL563,flurbiprofen,0.0
C0011849,diabetes mellitus,CHEMBL562,griseofulvin,0.0
C0011849,diabetes mellitus,CHEMBL561,lomefloxacin,0.0
C0011849,diabetes mellitus,CHEMBL273575,nomifensine,0.0
C0011849,diabetes mellitus,CHEMBL531,pergolide,0.0
C0011849,diabetes mellitus,CHEMBL530,amdinocillin,0.0
C0011849,diabetes mellitus,CHEMBL529,azithromycin,0.0
C0011849,diabetes mellitus,CHEMBL267345,amphotericin b,0.0
C0011849,diabetes mellitus,CHEMBL276832,hydralazine,0.0
C0011849,diabetes mellitus,CHEMBL11359,cisplatin,0.0
C0011849,diabetes mellitus,CHEMBL500,pindolol,0.0
C0011849,diabetes mellitus,CHEMBL499,timolol,0.0
C0011849,diabetes mellitus,CHEMBL498,chlorpropamide,0.0
C0011849,diabetes mellitus,CHEMBL88,cyclophosphamide anhydrous,0.0
C0011849,diabetes mellitus,CHEMBL10878,agomelatine,0.0
C0011849,diabetes mellitus,CHEMBL497,clioquinol,0.0
C0011849,diabetes mellitus,CHEMBL496,hexachlorophene,0.0
C0011849,diabetes mellitus,CHEMBL495,alprostadil,0.0
C0011849,diabetes mellitus,CHEMBL428647,paclitaxel,0.0
C0011849,diabetes mellitus,CHEMBL86,metoclopramide,0.0
C0011849,diabetes mellitus,CHEMBL428880,cromolyn,0.0
C0011849,diabetes mellitus,CHEMBL85,risperidone,0.0
C0011849,diabetes mellitus,CHEMBL84,topotecan,0.0
C0011849,diabetes mellitus,CHEMBL494,iloprost,0.0
C0011849,diabetes mellitus,CHEMBL493,bromocriptine,0.0
C0011849,diabetes mellitus,CHEMBL83,tamoxifen,0.0
C0011849,diabetes mellitus,CHEMBL81,raloxifene,0.0
C0011849,diabetes mellitus,CHEMBL80,naloxone,0.0
C0011849,diabetes mellitus,CHEMBL492,etidocaine,0.0
C0011849,diabetes mellitus,CHEMBL79,lidocaine,0.0
C0011849,diabetes mellitus,CHEMBL416146,etoricoxib,0.0
C0011849,diabetes mellitus,CHEMBL490,paroxetine,0.0
C0011849,diabetes mellitus,CHEMBL76,chloroquine,0.0
C0011849,diabetes mellitus,CHEMBL74,cromolyn sodium,0.0
C0011849,diabetes mellitus,CHEMBL488,aminoglutethimide,0.0
C0011849,diabetes mellitus,CHEMBL501,amphetamine sulfate,0.0
C0011849,diabetes mellitus,CHEMBL90,histamine,0.0
C0011849,diabetes mellitus,CHEMBL101,phenylbutazone,0.0
C0011849,diabetes mellitus,CHEMBL91,miconazole,0.0
C0011849,diabetes mellitus,CHEMBL528,ceftizoxime,0.0
C0011849,diabetes mellitus,CHEMBL527,piroxicam,0.0
C0011849,diabetes mellitus,CHEMBL526,propofol,0.0
C0011849,diabetes mellitus,CHEMBL524,methoxamine,0.0
C0011849,diabetes mellitus,CHEMBL13280,flunitrazepam,0.0
C0011849,diabetes mellitus,CHEMBL13376,clometacin,0.0
C0011849,diabetes mellitus,CHEMBL521,ibuprofen,0.0
C0011849,diabetes mellitus,CHEMBL98,vorinostat,0.0
C0011849,diabetes mellitus,CHEMBL517,disopyramide,0.0
C0011849,diabetes mellitus,CHEMBL12856,inamrinone,0.0
C0011849,diabetes mellitus,CHEMBL516,cyproheptadine,0.0
C0011849,diabetes mellitus,CHEMBL515,chlorambucil,0.0
C0011849,diabetes mellitus,CHEMBL514,lomustine,0.0
C0011849,diabetes mellitus,CHEMBL513,carmustine,0.0
C0011849,diabetes mellitus,CHEMBL12713,sertindole,0.0
C0011849,diabetes mellitus,CHEMBL511,pyrilamine,0.0
C0011849,diabetes mellitus,CHEMBL509,meclofenamic acid,0.0
C0011849,diabetes mellitus,CHEMBL506,primaquine,0.0
C0011849,diabetes mellitus,CHEMBL505,chlorpheniramine,0.0
C0011849,diabetes mellitus,CHEMBL504,dimethyl sulfoxide,0.0
C0011849,diabetes mellitus,CHEMBL269644,acetanilide,0.0
C0011849,diabetes mellitus,CHEMBL11662,ozagrel,0.0
C0011849,diabetes mellitus,CHEMBL503,lovastatin,0.0
C0011849,diabetes mellitus,CHEMBL502,donepezil,0.0
C0011849,diabetes mellitus,CHEMBL95,tacrine,0.0
C0011849,diabetes mellitus,CHEMBL93,zileuton,0.0
C0011849,diabetes mellitus,CHEMBL92,docetaxel anhydrous,0.0
C0011849,diabetes mellitus,CHEMBL832,sulfinpyrazone,0.0
C0021368,inflammation,CHEMBL2,prazosin,0.0
C0011849,diabetes mellitus,CHEMBL3,nicotine,0.0
C0021368,inflammation,CHEMBL130,chloramphenicol,0.0
C0021368,inflammation,CHEMBL651,methadone,0.0
C0021368,inflammation,CHEMBL650,methylprednisolone,0.0
C0021368,inflammation,CHEMBL434394,nebivolol,0.0
C0021368,inflammation,CHEMBL648,cyclizine,0.0
C0021368,inflammation,CHEMBL647,apraclonidine,0.0
C0021368,inflammation,CHEMBL646,triazolam,0.0
C0021368,inflammation,CHEMBL645,bisoprolol,0.0
C0021368,inflammation,CHEMBL644,trimipramine,0.0
C0021368,inflammation,CHEMBL131,prednisolone,0.0
C0021368,inflammation,CHEMBL643,promethazine,0.0
C0021368,inflammation,CHEMBL642,acebutolol,0.0
C0021368,inflammation,CHEMBL641,atomoxetine,0.0
C0021368,inflammation,CHEMBL640,procainamide,0.0
C0021368,inflammation,CHEMBL639,azelastine,0.0
C0021368,inflammation,CHEMBL689,mannitol,0.0
C0021368,inflammation,CHEMBL638,voriconazole,0.0
C0021368,inflammation,CHEMBL129,zidovudine,0.0
C0021368,inflammation,CHEMBL637,venlafaxine,0.0
C0021368,inflammation,CHEMBL636,rivastigmine,0.0
C0021368,inflammation,CHEMBL635,prednisone,0.0
C0021368,inflammation,CHEMBL634,alfentanil,0.0
C0021368,inflammation,CHEMBL633,amiodarone,0.0
C0021368,inflammation,CHEMBL632,betamethasone,0.0
C0021368,inflammation,CHEMBL631,propafenone,0.0
C0021368,inflammation,CHEMBL128,sumatriptan,0.0
C0021368,inflammation,CHEMBL24944,tribromsalan,0.0
C0021368,inflammation,CHEMBL21869,dibromsalan,0.0
C0021368,inflammation,CHEMBL629,amitriptyline,0.0
C0021368,inflammation,CHEMBL652,flecainide,0.0
C0021368,inflammation,CHEMBL134,clonidine,0.0
C0021368,inflammation,CHEMBL654,mirtazapine,0.0
C0021368,inflammation,CHEMBL655,midazolam,0.0
C0021368,inflammation,CHEMBL686,mefenamic acid,0.0
C0021368,inflammation,CHEMBL139,diclofenac,0.0
C0021368,inflammation,CHEMBL685,mebendazole,0.0
C0021368,inflammation,CHEMBL684,diethylcarbamazine,0.0
C0021368,inflammation,CHEMBL682,amodiaquine,0.0
C0021368,inflammation,CHEMBL681,etomidate,0.0
C0021368,inflammation,CHEMBL680,cefaclor anhydrous,0.0
C0021368,inflammation,CHEMBL679,epinephrine,0.0
C0021368,inflammation,CHEMBL677,levonordefrin,0.0
C0021368,inflammation,CHEMBL675,alendronate sodium,0.0
C0021368,inflammation,CHEMBL673,pargyline,0.0
C0021368,inflammation,CHEMBL672,fenofibrate,0.0
C0021368,inflammation,CHEMBL671,thiotepa,0.0
C0021368,inflammation,CHEMBL669,cyclobenzaprine,0.0
C0021368,inflammation,CHEMBL668,protriptyline,0.0
C0021368,inflammation,CHEMBL137,metronidazole,0.0
C0021368,inflammation,CHEMBL667,acetylcholine,0.0
C0021368,inflammation,CHEMBL666,foscarnet,0.0
C0021368,inflammation,CHEMBL21731,maprotiline,0.0
C0021368,inflammation,CHEMBL661,alprazolam,0.0
C0021368,inflammation,CHEMBL660,amantadine,0.0
C0021368,inflammation,CHEMBL659,galantamine,0.0
C0021368,inflammation,CHEMBL658,sufentanil,0.0
C0021368,inflammation,CHEMBL657,diphenhydramine,0.0
C0021368,inflammation,CHEMBL135,estradiol,0.0
C0021368,inflammation,CHEMBL656,oxycodone,0.0
C0021368,inflammation,CHEMBL22242,remoxipride,0.0
C0021368,inflammation,CHEMBL628,pentoxifylline,0.0
C0021368,inflammation,CHEMBL626,naftifine,0.0
C0021368,inflammation,CHEMBL21536,xanomeline,0.0
C0021368,inflammation,CHEMBL276568,"cefprozil anhydrous, (e)-",0.0
C0021368,inflammation,CHEMBL19019,naltrexone,0.0
C0021368,inflammation,CHEMBL602,cysteamine,0.0
C0021368,inflammation,CHEMBL601,aminolevulinic acid,0.0
C0021368,inflammation,CHEMBL600,acetylcysteine,0.0
C0021368,inflammation,CHEMBL599,meloxicam,0.0
C0021368,inflammation,CHEMBL18116,toloxatone,0.0
C0021368,inflammation,CHEMBL18442,plerixafor,0.0
C0021368,inflammation,CHEMBL597,phentolamine,0.0
C0021368,inflammation,CHEMBL17860,lofexidine,0.0
C0021368,inflammation,CHEMBL17879,maralixibat chloride,0.0
C0021368,inflammation,CHEMBL121,rosiglitazone,0.0
C0021368,inflammation,CHEMBL596,fentanyl,0.0
C0021368,inflammation,CHEMBL595,pioglitazone,0.0
C0021368,inflammation,CHEMBL594,emedastine,0.0
C0021368,inflammation,CHEMBL593,delavirdine,0.0
C0021368,inflammation,CHEMBL592,levorphanol,0.0
C0021368,inflammation,CHEMBL17157,terfenadine,0.0
C0021368,inflammation,CHEMBL591,ethchlorvynol,0.0
C0021368,inflammation,CHEMBL590,menadione,0.0
C0021368,inflammation,CHEMBL589,ropinirole,0.0
C0021368,inflammation,CHEMBL588,fenoldopam,0.0
C0021368,inflammation,CHEMBL119,trimetrexate,0.0
C0021368,inflammation,CHEMBL118,celecoxib,0.0
C0021368,inflammation,CHEMBL16476,pronetalol,0.0
C0021368,inflammation,CHEMBL585,triamterene,0.0
C0021368,inflammation,CHEMBL116,amprenavir,0.0
C0021368,inflammation,CHEMBL584,nelfinavir,0.0
C0021368,inflammation,CHEMBL603,zafirlukast,0.0
C0021368,inflammation,CHEMBL122,rofecoxib,0.0
C0021368,inflammation,CHEMBL625,thiabendazole,0.0
C0021368,inflammation,CHEMBL19236,moxonidine,0.0
C0021368,inflammation,CHEMBL623,nefazodone,0.0
C0021368,inflammation,CHEMBL21333,pranlukast,0.0
C0021368,inflammation,CHEMBL622,etodolac,0.0
C0021368,inflammation,CHEMBL621,trazodone,0.0
C0021368,inflammation,CHEMBL127,meropenem,0.0
C0021368,inflammation,CHEMBL620,clidinium,0.0
C0021368,inflammation,CHEMBL126,linezolid,0.0
C0021368,inflammation,CHEMBL125,miltefosine,0.0
C0021368,inflammation,CHEMBL617,cephalothin,0.0
C0021368,inflammation,CHEMBL615,penicillin v,0.0
C0021368,inflammation,CHEMBL282042,saquinavir mesylate,0.0
C0021368,inflammation,CHEMBL19449,ibudilast,0.0
C0021368,inflammation,CHEMBL614,pyrazinamide,0.0
C0021368,inflammation,CHEMBL282724,sitaxentan,0.0
C0021368,inflammation,CHEMBL612,dextroamphetamine,0.0
C0021368,inflammation,CHEMBL19393,levamfetamine,0.0
C0021368,inflammation,CHEMBL611,terazosin,0.0
C0021368,inflammation,CHEMBL19490,zomepirac,0.0
C0021368,inflammation,CHEMBL609,trientine,0.0
C0021368,inflammation,CHEMBL19299,loxoprofen,0.0
C0021368,inflammation,CHEMBL608,probucol,0.0
C0021368,inflammation,CHEMBL282052,methaqualone,0.0
C0021368,inflammation,CHEMBL607,meperidine,0.0
C0021368,inflammation,CHEMBL278623,macimorelin,0.0
C0021368,inflammation,CHEMBL606,misoprostol,0.0
C0021368,inflammation,CHEMBL605,procainamide hydrochloride,0.0
C0021368,inflammation,CHEMBL604,cupric sulfate,0.0
C0021368,inflammation,CHEMBL688,fentanyl citrate,0.0
C0021368,inflammation,CHEMBL690,pravastatin sodium,0.0
C0021368,inflammation,CHEMBL114,saquinavir,0.0
C0021368,inflammation,CHEMBL787,montelukast,0.0
C0021368,inflammation,CHEMBL154,naproxen,0.0
C0021368,inflammation,CHEMBL802,minoxidil,0.0
C0021368,inflammation,CHEMBL799,cilostazol,0.0
C0021368,inflammation,CHEMBL284092,gepirone,0.0
C0021368,inflammation,CHEMBL34259,methotrexate,0.0
C0021368,inflammation,CHEMBL797,phensuximide,0.0
C0021368,inflammation,CHEMBL285674,estazolam,0.0
C0021368,inflammation,CHEMBL796,methylphenidate,0.0
C0021368,inflammation,CHEMBL32800,fenoterol,0.0
C0021368,inflammation,CHEMBL790,chlorhexidine,0.0
C0021368,inflammation,CHEMBL152,cidofovir anhydrous,0.0
C0021368,inflammation,CHEMBL36506,novobiocin,0.0
C0021368,inflammation,CHEMBL788,idoxuridine,0.0
C0021368,inflammation,CHEMBL786,tamoxifen citrate,0.0
C0021368,inflammation,CHEMBL24072,prenylamine,0.0
C0021368,inflammation,CHEMBL32479,brotizolam,0.0
C0021368,inflammation,CHEMBL783,nateglinide,0.0
C0021368,inflammation,CHEMBL782,tolbutamide,0.0
C0021368,inflammation,CHEMBL290106,bithionol,0.0
C0021368,inflammation,CHEMBL781,mazindol,0.0
C0021368,inflammation,CHEMBL780,pentetic acid,0.0
C0021368,inflammation,CHEMBL33986,butorphanol,0.0
C0021368,inflammation,CHEMBL779,tadalafil,0.0
C0021368,inflammation,CHEMBL778,dexmedetomidine,0.0
C0021368,inflammation,CHEMBL777,clavulanic acid,0.0
C0021368,inflammation,CHEMBL776,metaproterenol,0.0
C0021368,inflammation,CHEMBL773,glycine,0.0
C0021368,inflammation,CHEMBL772,reserpine,0.0
C0021368,inflammation,CHEMBL416956,mefloquine,0.0
C0021368,inflammation,CHEMBL803,cytarabine,0.0
C0021368,inflammation,CHEMBL806,flutamide,0.0
C0021368,inflammation,CHEMBL807,memantine,0.0
C0021368,inflammation,CHEMBL832,sulfinpyrazone,0.0
C0021368,inflammation,CHEMBL831,loxapine,0.0
C0021368,inflammation,CHEMBL830,eflornithine,0.0
C0021368,inflammation,CHEMBL43128,primaquine phosphate,0.0
C0021368,inflammation,CHEMBL829,methylpromazine,0.0
C0021368,inflammation,CHEMBL827,dexmethylphenidate,0.0
C0021368,inflammation,CHEMBL826,enoxacin,0.0
C0021368,inflammation,CHEMBL822,terbinafine,0.0
C0021368,inflammation,CHEMBL821,guanidine,0.0
C0021368,inflammation,CHEMBL820,busulfan,0.0
C0021368,inflammation,CHEMBL290960,nifurtimox,0.0
C0021368,inflammation,CHEMBL819,oxacillin,0.0
C0021368,inflammation,CHEMBL818,iobenguane,0.0
C0021368,inflammation,CHEMBL817,tolazamide,0.0
C0021368,inflammation,CHEMBL38827,lumefantrine,0.0
C0021368,inflammation,CHEMBL39736,buformin,0.0
C0021368,inflammation,CHEMBL815,dinoprost,0.0
C0021368,inflammation,CHEMBL441738,afamelanotide,0.0
C0021368,inflammation,CHEMBL814,fluvoxamine,0.0
C0021368,inflammation,CHEMBL289469,granisetron,0.0
C0021368,inflammation,CHEMBL813,eprosartan,0.0
C0021368,inflammation,CHEMBL812,pyridostigmine bromide,0.0
C0021368,inflammation,CHEMBL37744,zimeldine,0.0
C0021368,inflammation,CHEMBL811,brompheniramine,0.0
C0021368,inflammation,CHEMBL810,temozolomide,0.0
C0021368,inflammation,CHEMBL809,sertraline,0.0
C0021368,inflammation,CHEMBL808,econazole,0.0
C0021368,inflammation,CHEMBL148,imipenem anhydrous,0.0
C0021368,inflammation,CHEMBL771,cycloserine,0.0
C0021368,inflammation,CHEMBL770,tolazoline,0.0
C0021368,inflammation,CHEMBL715,olanzapine,0.0
C0021368,inflammation,CHEMBL141,lamivudine,0.0
C0021368,inflammation,CHEMBL713,entecavir anhydrous,0.0
C0021368,inflammation,CHEMBL712,anisindione,0.0
C0021368,inflammation,CHEMBL711,phenindione,0.0
C0021368,inflammation,CHEMBL710,finasteride,0.0
C0021368,inflammation,CHEMBL709,alfuzosin,0.0
C0021368,inflammation,CHEMBL708,ziprasidone,0.0
C0021368,inflammation,CHEMBL25202,tamibarotene,0.0
C0021368,inflammation,CHEMBL278819,minaprine,0.0
C0021368,inflammation,CHEMBL24828,vandetanib,0.0
C0021368,inflammation,CHEMBL707,doxazosin,0.0
C0021368,inflammation,CHEMBL282468,choline chloride,0.0
C0021368,inflammation,CHEMBL24778,silodosin,0.0
C0021368,inflammation,CHEMBL706,cetyl alcohol,0.0
C0021368,inflammation,CHEMBL705,alitretinoin,0.0
C0021368,inflammation,CHEMBL704,mesalamine,0.0
C0021368,inflammation,CHEMBL703,suxamethonium,0.0
C0021368,inflammation,CHEMBL702,piperacillin,0.0
C0021368,inflammation,CHEMBL701,baclofen,0.0
C0021368,inflammation,CHEMBL700,sulfapyridine,0.0
C0021368,inflammation,CHEMBL698,tetracaine,0.0
C0021368,inflammation,CHEMBL697,methsuximide,0.0
C0021368,inflammation,CHEMBL696,ethosuximide,0.0
C0021368,inflammation,CHEMBL695,trimethadione,0.0
C0021368,inflammation,CHEMBL692,glycerin,0.0
C0021368,inflammation,CHEMBL284348,dalfampridine,0.0
C0021368,inflammation,CHEMBL691,ethinyl estradiol,0.0
C0021368,inflammation,CHEMBL714,albuterol,0.0
C0021368,inflammation,CHEMBL716,quetiapine,0.0
C0021368,inflammation,CHEMBL768,esmolol,0.0
C0021368,inflammation,CHEMBL717,medroxyprogesterone acetate,0.0
C0021368,inflammation,CHEMBL766,cilastatin,0.0
C0021368,inflammation,CHEMBL765,guanethidine,0.0
C0021368,inflammation,CHEMBL762,oxymetazoline,0.0
C0021368,inflammation,CHEMBL761,naphazoline,0.0
C0021368,inflammation,CHEMBL760,anagrelide,0.0
C0021368,inflammation,CHEMBL754,foscarnet sodium,0.0
C0021368,inflammation,CHEMBL753,phenoxybenzamine,0.0
C0021368,inflammation,CHEMBL752,adenosine phosphate,0.0
C0021368,inflammation,CHEMBL750,zonisamide,0.0
C0021368,inflammation,CHEMBL748,pralidoxime chloride,0.0
C0021368,inflammation,CHEMBL746,nedocromil,0.0
C0021368,inflammation,CHEMBL744,riluzole,0.0
C0021368,inflammation,CHEMBL742,ketamine,0.0
C0021368,inflammation,CHEMBL741,lamotrigine,0.0
C0021368,inflammation,CHEMBL30219,methohexital sodium,0.0
C0021368,inflammation,CHEMBL738,thiopental sodium,0.0
C0021368,inflammation,CHEMBL734,acetohydroxamic acid,0.0
C0021368,inflammation,CHEMBL730,nitroglycerin,0.0
C0021368,inflammation,CHEMBL729,lopinavir,0.0
C0021368,inflammation,CHEMBL728,prochlorperazine,0.0
C0021368,inflammation,CHEMBL27193,dilevalol,0.0
C0021368,inflammation,CHEMBL727,thioguanine,0.0
C0021368,inflammation,CHEMBL726,fluphenazine,0.0
C0021368,inflammation,CHEMBL723,carvedilol,0.0
C0021368,inflammation,CHEMBL28318,propyphenazone,0.0
C0021368,inflammation,CHEMBL720,benzyl alcohol,0.0
C0021368,inflammation,CHEMBL719,mupirocin,0.0
C0021368,inflammation,CHEMBL115,indinavir anhydrous,0.0
C0021368,inflammation,CHEMBL583,grepafloxacin,0.0
C0021368,inflammation,CHEMBL3,nicotine,0.0
C0021368,inflammation,CHEMBL448,pentobarbital,0.0
C0021368,inflammation,CHEMBL455,sulfacetamide,0.0
C0021368,inflammation,CHEMBL454,butalbital,0.0
C0021368,inflammation,CHEMBL268869,sulfamethoxypyridazine,0.0
C0021368,inflammation,CHEMBL453,sulfisoxazole,0.0
C0021368,inflammation,CHEMBL452,clonazepam,0.0
C0021368,inflammation,CHEMBL266349,melagatran,0.0
C0021368,inflammation,CHEMBL451,chlordiazepoxide,0.0
C0021368,inflammation,CHEMBL450,metharbital,0.0
C0021368,inflammation,CHEMBL7863,aprobarbital,0.0
C0021368,inflammation,CHEMBL449,butabarbital,0.0
C0021368,inflammation,CHEMBL7728,hexobarbital,0.0
C0021368,inflammation,CHEMBL267894,amobarbital,0.0
C0021368,inflammation,CHEMBL7568,quinacrine,0.0
C0021368,inflammation,CHEMBL447,secobarbital,0.0
C0021368,inflammation,CHEMBL70,morphine,0.0
C0021368,inflammation,CHEMBL446,sulfamethazine,0.0
C0021368,inflammation,CHEMBL445,nortriptyline,0.0
C0021368,inflammation,CHEMBL42,clozapine,0.0
C0021368,inflammation,CHEMBL443,sulfamethoxazole,0.0
C0021368,inflammation,CHEMBL41,fluoxetine,0.0
C0021368,inflammation,CHEMBL40,phenobarbital,0.0
C0021368,inflammation,CHEMBL7413,methohexital,0.0
C0021368,inflammation,CHEMBL38,tretinoin,0.0
C0021368,inflammation,CHEMBL442,ergotamine,0.0
C0021368,inflammation,CHEMBL268164,cyclobarbital,0.0
C0021368,inflammation,CHEMBL441,thiopental,0.0
C0021368,inflammation,CHEMBL440,thiamylal,0.0
C0021368,inflammation,CHEMBL439,sulfadiazine,0.0
C0021368,inflammation,CHEMBL43,amsacrine,0.0
C0021368,inflammation,CHEMBL456,ethacrynic acid,0.0
C0021368,inflammation,CHEMBL267744,ticrynafen,0.0
C0021368,inflammation,CHEMBL457,gemfibrozil,0.0
C0021368,inflammation,CHEMBL480,lansoprazole,0.0
C0021368,inflammation,CHEMBL479,thioridazine,0.0
C0021368,inflammation,CHEMBL477,adenosine,0.0
C0021368,inflammation,CHEMBL476,dacarbazine,0.0
C0021368,inflammation,CHEMBL473,dofetilide,0.0
C0021368,inflammation,CHEMBL9225,hexestrol,0.0
C0021368,inflammation,CHEMBL472,glyburide,0.0
C0021368,inflammation,CHEMBL471,sotalol,0.0
C0021368,inflammation,CHEMBL469,ketorolac,0.0
C0021368,inflammation,CHEMBL468,thalidomide,0.0
C0021368,inflammation,CHEMBL64,isoniazid,0.0
C0021368,inflammation,CHEMBL61,podofilox,0.0
C0021368,inflammation,CHEMBL467,hydroxyurea,0.0
C0021368,inflammation,CHEMBL59,dopamine,0.0
C0021368,inflammation,CHEMBL58,mitoxantrone,0.0
C0021368,inflammation,CHEMBL465,dronabinol,0.0
C0021368,inflammation,CHEMBL57,nevirapine,0.0
C0021368,inflammation,CHEMBL464,etretinate,0.0
C0021368,inflammation,CHEMBL463,aminohippuric acid,0.0
C0021368,inflammation,CHEMBL55,pentamidine,0.0
C0021368,inflammation,CHEMBL54,haloperidol,0.0
C0021368,inflammation,CHEMBL53,apomorphine,0.0
C0021368,inflammation,CHEMBL460,molindone,0.0
C0021368,inflammation,CHEMBL459,methyldopa,0.0
C0021368,inflammation,CHEMBL49,buspirone,0.0
C0021368,inflammation,CHEMBL46,ondansetron,0.0
C0021368,inflammation,CHEMBL45,melatonin,0.0
C0021368,inflammation,CHEMBL438,sulfamerazine,0.0
C0021368,inflammation,CHEMBL437,sulfathiazole,0.0
C0021368,inflammation,CHEMBL436,tolrestat,0.0
C0021368,inflammation,CHEMBL19,methazolamide,0.0
C0021368,inflammation,CHEMBL18,ethoxzolamide,0.0
C0021368,inflammation,CHEMBL17,dichlorphenamide,0.0
C0021368,inflammation,CHEMBL416,methoxsalen,0.0
C0021368,inflammation,CHEMBL415,clomipramine,0.0
C0021368,inflammation,CHEMBL269732,tacrolimus anhydrous,0.0
C0021368,inflammation,CHEMBL413,sirolimus,0.0
C0021368,inflammation,CHEMBL16,phenytoin,0.0
C0021368,inflammation,CHEMBL14,carbachol,0.0
C0021368,inflammation,CHEMBL267936,mecamylamine,0.0
C0021368,inflammation,CHEMBL411,diethylstilbestrol,0.0
C0021368,inflammation,CHEMBL13,metoprolol,0.0
C0021368,inflammation,CHEMBL12,diazepam,0.0
C0021368,inflammation,CHEMBL409,bicalutamide,0.0
C0021368,inflammation,CHEMBL408,troglitazone,0.0
C0021368,inflammation,CHEMBL407,flumazenil,0.0
C0021368,inflammation,CHEMBL406,indapamide,0.0
C0021368,inflammation,CHEMBL11,imipramine,0.0
C0021368,inflammation,CHEMBL6437,mianserin,0.0
C0021368,inflammation,CHEMBL6622,isosorbide dinitrate,0.0
C0021368,inflammation,CHEMBL405,amphetamine,0.0
C0021368,inflammation,CHEMBL9,norfloxacin,0.0
C0021368,inflammation,CHEMBL8,ciprofloxacin,0.0
C0021368,inflammation,CHEMBL404,tazobactam,0.0
C0021368,inflammation,CHEMBL403,sulbactam,0.0
C0021368,inflammation,CHEMBL6,indomethacin,0.0
C0021368,inflammation,CHEMBL5,nalidixic acid,0.0
C0021368,inflammation,CHEMBL4,ofloxacin,0.0
C0021368,inflammation,CHEMBL417,epirubicin,0.0
C0021368,inflammation,CHEMBL20,acetazolamide,0.0
C0021368,inflammation,CHEMBL36,pyrimethamine,0.0
C0021368,inflammation,CHEMBL419,mafenide,0.0
C0021368,inflammation,CHEMBL35,furosemide,0.0
C0021368,inflammation,CHEMBL435,hydrochlorothiazide,0.0
C0021368,inflammation,CHEMBL434,isoproterenol,0.0
C0021368,inflammation,CHEMBL433,valproate sodium,0.0
C0021368,inflammation,CHEMBL431,spirapril,0.0
C0021368,inflammation,CHEMBL430,gemifloxacin,0.0
C0021368,inflammation,CHEMBL33,levofloxacin anhydrous,0.0
C0021368,inflammation,CHEMBL32,moxifloxacin,0.0
C0021368,inflammation,CHEMBL429,labetalol,0.0
C0021368,inflammation,CHEMBL31,gatifloxacin,0.0
C0021368,inflammation,CHEMBL30,cimetidine,0.0
C0021368,inflammation,CHEMBL428,trovafloxacin,0.0
C0021368,inflammation,CHEMBL29,penicillin g,0.0
C0021368,inflammation,CHEMBL427,mechlorethamine,0.0
C0021368,inflammation,CHEMBL6995,practolol,0.0
C0021368,inflammation,CHEMBL27,propranolol,0.0
C0021368,inflammation,CHEMBL425,olsalazine,0.0
C0021368,inflammation,CHEMBL423,betaxolol,0.0
C0021368,inflammation,CHEMBL422,trifluoperazine,0.0
C0021368,inflammation,CHEMBL24,atenolol,0.0
C0021368,inflammation,CHEMBL23,diltiazem,0.0
C0021368,inflammation,CHEMBL6466,coumarin,0.0
C0021368,inflammation,CHEMBL421,sulfasalazine,0.0
C0021368,inflammation,CHEMBL6966,verapamil,0.0
C0021368,inflammation,CHEMBL22,trimethoprim,0.0
C0021368,inflammation,CHEMBL420,guanabenz,0.0
C0021368,inflammation,CHEMBL21,sulfanilamide,0.0
C0021368,inflammation,CHEMBL481,irinotecan,0.0
C0021368,inflammation,CHEMBL485,codeine,0.0
C0021368,inflammation,CHEMBL582,isopropyl alcohol,0.0
C0021368,inflammation,CHEMBL106,fluconazole,0.0
C0021368,inflammation,CHEMBL277100,temafloxacin,0.0
C0021368,inflammation,CHEMBL109,valproic acid,0.0
C0021368,inflammation,CHEMBL108,carbamazepine,0.0
C0021368,inflammation,CHEMBL554,lapatinib,0.0
C0021368,inflammation,CHEMBL553,erlotinib,0.0
C0021368,inflammation,CHEMBL107,colchicine,0.0
C0021368,inflammation,CHEMBL550,pilocarpine,0.0
C0021368,inflammation,CHEMBL549,citalopram,0.0
C0021368,inflammation,CHEMBL14370,reboxetine,0.0
C0021368,inflammation,CHEMBL278020,neostigmine,0.0
C0021368,inflammation,CHEMBL548,dinoprostone,0.0
C0021368,inflammation,CHEMBL14376,iloperidone,0.0
C0021368,inflammation,CHEMBL547,isotretinoin,0.0
C0021368,inflammation,CHEMBL546,oxprenolol,0.0
C0021368,inflammation,CHEMBL71,chlorpromazine,0.0
C0021368,inflammation,CHEMBL545,alcohol,0.0
C0021368,inflammation,CHEMBL105,mitomycin,0.0
C0021368,inflammation,CHEMBL104,clotrimazole,0.0
C0021368,inflammation,CHEMBL544,mequinol,0.0
C0021368,inflammation,CHEMBL14060,phenol,0.0
C0021368,inflammation,CHEMBL539,acetic acid,0.0
C0021368,inflammation,CHEMBL537,hydroquinone,0.0
C0021368,inflammation,CHEMBL535,sunitinib,0.0
